sku;name;images;video;stock_a;stock_a_days;stock_b;stock_b_days;stock_c;stock_c_days;pvd_old;pvd;pvd_dif;pvr_old;pvr;pvr_dif;category
S9162423;Smartphone Samsung Galaxy S24 Ultra 6,8\" 12 GB RAM 512 GB Yellow;https://cdnbigbuy.com/images/8806095308708_S9162423_P00.jpg;-;0;1;0;5;10;1;-;965.24;0.00%;-;1,037.89;0.00%;
S9906439;Smartphone Samsung SM-S911B Octa Core 8 GB RAM 128 GB Black;https://cdnbigbuy.com/images/8806094899368_I00.jpg;-;0;1;0;5;9;1;-;480.01;0.00%;-;516.14;0.00%;
S7798653;Smartphone iPhone 15 Plus Apple MU123QL/A 6,7\" 128 GB 8 GB RAM Yellow;https://cdnbigbuy.com/images/0195949041020_I00.jpg;-;0;1;0;5;2;1;-;848.90;0.00%;-;903.09;0.00%;
S0238057;Smartphone Oppo A98  Blue 8 GB RAM Snapdragon 6,72\" 256 GB;https://cdnbigbuy.com/images/6932169329132_S0238057_P01.jpg;-;0;1;0;5;8;1;-;226.14;0.00%;-;243.16;0.00%;
S7159692;Smartphone Apple iPhone SE 128 GB;https://cdnbigbuy.com/images/0194253014355_S7159692_P01.jpg;-;0;1;0;5;8;1;-;513.60;0.00%;-;558.26;0.00%;
S0458176;Smartphone Motorola EDGE 50 ULTRA 16 GB RAM 1 TB 6,67\" Grey;https://cdnbigbuy.com/images/0840023256011_I00.jpg;-;0;1;0;5;9;1;-;758.81;0.00%;-;798.75;0.00%;
S9911797;Smartphone Xiaomi Redmi Note 12 6,7\" Octa Core 8 GB RAM 256 GB Green;https://cdnbigbuy.com/images/6941812739938_S9911797_P00.jpg;-;0;1;0;5;9;1;-;160.83;0.00%;-;172.94;0.00%;
S8107553;Smartphone Ulefone Armor 23 Ultra 6,78\" Mediatek Dimensity 8020 12 GB RAM 512 GB Orange;https://cdnbigbuy.com/images/6937748736011_S8107553_P00.jpg;-;0;1;0;5;10;1;-;363.89;0.00%;-;383.04;0.00%;
S0448802;Smartphone Xiaomi REDMI 12C 6,71\" Blue 128 GB 4 GB RAM;https://cdnbigbuy.com/images/6941812715697_R01.jpg;-;0;1;0;5;10;1;-;154.36;0.00%;-;164.21;0.00%;
S0448801;Smartphone Xiaomi REDMI 12C 6,71\" Graphite 128 GB 4 GB RAM;https://cdnbigbuy.com/images/6941812714959_R01.jpg;-;0;1;0;5;1;1;-;154.36;0.00%;-;164.21;0.00%;
S8101184;Smartphone Ulefone ARMOR X10 PRO 5,45\" Black 4 GB RAM ARM Cortex-A53 64 GB;https://cdnbigbuy.com/images/6937748734680_00_WBG1.jpg;-;0;1;0;5;20;1;-;103.33;0.00%;-;111.11;0.00%;
S8106118;Smartphone Ulefone Armor 24 Black 12 GB RAM 256 GB 6,78\" MEDIATEK HELIO G96;https://cdnbigbuy.com/images/6937748735670_S8106118_P00.jpg;-;0;1;0;5;100;1;-;225.45;0.00%;-;239.84;0.00%;
S8106609;Smartphone Xiaomi MZB0FFZEU 8 GB RAM 12 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6941812750926_S8106609_P00.jpg;-;0;1;0;5;638;1;-;290.26;0.00%;-;308.79;0.00%;
S0238059;Smartphone Oppo A78  Green 8 GB RAM Snapdragon 6,4\" 128 GB;https://cdnbigbuy.com/images/6932169332361_I11.jpg;-;0;1;0;5;8;1;-;145.20;0.00%;-;157.83;0.00%;
S0443066;Smartphone Cubot KING KONG MINI 3 4,5\" 6 GB RAM;https://cdnbigbuy.com/images/6924136718551_S0443066_P01.jpg;-;1;1;0;5;13;1;-;144.00;0.00%;-;153.19;0.00%;
S0455782;Smartphone Oppo A18 6,56\" 4 GB RAM 128 GB Black MediaTek Helio G85;https://cdnbigbuy.com/images/6932169340090_S0455782_P00.jpg;-;0;1;0;5;15;1;-;89.83;0.00%;-;97.64;0.00%;
S5617048;Smartphone Apple iPhone 14 A15 Blue 128 GB;https://cdnbigbuy.com/images/0194253409472_S5617048_P01.jpg;-;0;1;0;5;1;1;-;645.06;0.00%;-;693.61;0.00%;
S9906197;Smartphone Realme 631011001002 Octa Core 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6941764422964_S9906197_P00.jpg;-;0;1;0;5;3;1;-;155.47;0.00%;-;168.99;0.00%;
S9901522;Smartphone Apple MTPA3QL/A Hexa Core 6 GB RAM 256 GB Green;https://cdnbigbuy.com/images/0195949037610_S9901522_P00.jpg;-;0;1;0;5;4;1;-;823.47;0.00%;-;885.45;0.00%;
S9901537;Smartphone Apple MTV93QL/A Hexa Core 8 GB RAM 512 GB Beige;https://cdnbigbuy.com/images/0195949020346_S9901537_P00.jpg;-;0;1;0;5;1;1;-;1,243.92;0.00%;-;1,337.55;0.00%;
S9901492;Smartphone Apple iPhone 14 6,1\" Hexa Core 6 GB RAM 256 GB Purple;https://cdnbigbuy.com/images/0194253410461_S9901492_P00.jpg;-;0;1;0;5;2;1;-;739.65;0.00%;-;795.32;0.00%;
S8107494;Smartphone Samsung 8 GB RAM 128 GB Violet;https://cdnbigbuy.com/images/8806095299686_S8107494_P00.jpg;-;0;1;0;5;2;1;-;509.99;0.00%;-;536.83;0.00%;
S8101676;Smartphone Ulefone Armor X8 Black 5,7\" 64 GB;https://cdnbigbuy.com/images/6937748733867_I01.jpg;-;0;1;0;5;150;1;-;100.10;0.00%;-;107.63;0.00%;
S8105635;Smartphone Xiaomi 13T 6,67\" 256 GB 8 GB RAM;https://cdnbigbuy.com/images/6941812735664_R01.jpg;-;0;1;0;5;859;1;-;335.52;0.00%;-;353.18;0.00%;
S9146860;Smartphone Motorola edge 40 neo 6,55\" Mediatek Dimensity 1050 12 GB RAM 256 GB Blue Mint;https://cdnbigbuy.com/images/0840023248580_S9146860_P00.jpg;-;0;1;0;5;10;1;-;263.50;0.00%;-;283.33;0.00%;
S9127928;Smartphone Samsung Galaxy A34 5G Enterprise Edition 6,6\" 128 GB 6 GB RAM Octa Core Grey Graphite;https://cdnbigbuy.com/images/8806094957013_R01.jpg;-;0;1;0;5;79;1;-;226.42;0.00%;-;248.81;0.00%;
S0452387;Smartphone Xiaomi REDMI 12 Silver 8 GB RAM 256 GB;https://cdnbigbuy.com/images/6941812739389_I00.jpg;-;0;1;0;5;13;1;-;140.55;0.00%;-;149.52;0.00%;
S9901548;Smartphone Apple MU1H3QL/A Hexa Core 6 GB RAM 512 GB Black;https://cdnbigbuy.com/images/0195949042461_I00.jpg;-;0;1;0;5;1;1;-;1,129.74;0.00%;-;1,214.77;0.00%;
S9906789;Mobile phone SPC 2304N Bluetooth FM Black;https://cdnbigbuy.com/images/8436542853880_0_A00.jpg;-;0;1;0;5;100;1;-;39.65;0.00%;-;45.57;0.00%;
S0236591;Smartphone Xiaomi Redmi Note 12 PRO+ MediaTek Dimensity 1080 8 GB RAM 256 GB 6,67\" Blue;https://cdnbigbuy.com/images/6941812714171_R01.jpg;-;0;1;0;5;18;1;-;260.12;0.00%;-;279.70;0.00%;
S0439916;Smartphone Realme RMX3491 6,6\" 4 GB RAM 64 GB Blue;https://cdnbigbuy.com/images/6941399066229_S0439916_P01.jpg;-;0;1;0;5;1;1;-;183.53;0.00%;-;195.24;0.00%;
S9911713;Smartphone Oppo Oppo A38 6,52\" Octa Core 4 GB RAM 128 GB Black;https://cdnbigbuy.com/images/6932169334525_S9911713_P00.jpg;-;0;1;0;5;25;1;-;97.80;0.00%;-;106.30;0.00%;
S0240718;Smartphone TCL T313D-3ALCA112 Grey;https://cdnbigbuy.com/images/4894461981604_S0240718_P00.jpg;-;0;1;0;5;30;1;-;40.09;0.00%;-;46.08;0.00%;
S9141268;Smartphone Motorola ThinkPhone 6,55\" 256 GB 8 GB RAM Qualcomm Snapdragon 8+ Gen 1 Black;https://cdnbigbuy.com/images/0840023241185_I01.jpg;-;0;1;0;5;7;1;-;435.92;0.00%;-;473.83;0.00%;
S9148732;Smartphone Samsung Galaxy A25 6,5\" 6 GB RAM 128 GB Black;https://cdnbigbuy.com/images/8806095152554_I00.jpg;-;0;1;0;5;200;1;-;167.01;0.00%;-;183.53;0.00%;
S9195788;Smartphone Xiaomi Redmi Note 13 Pro 6,67\" HELIO G99 ULTRA 12 GB RAM 512 GB Purple Lavendar;https://cdnbigbuy.com/images/6941812762899_I00.jpg;-;0;1;0;5;10;1;-;249.95;0.00%;-;274.67;0.00%;
S8104073;Smartphone OnePlus Nord CE 3 Lite 5G Black 8 GB RAM 6,72\" 128 GB;https://cdnbigbuy.com/images/6921815624134_I01.jpg;-;0;1;0;5;200;1;-;146.29;0.00%;-;157.30;0.00%;
S9901468;Smartphone Apple iPhone 13 6,1\" Hexa Core 4 GB RAM 128 GB Black;https://cdnbigbuy.com/images/0194252707197_I00.jpg;-;0;1;0;5;1;1;-;535.76;0.00%;-;576.09;0.00%;
S9910811;Smartphone Samsung Galaxy A35 6,6\" Octa Core 6 GB RAM 128 GB Yellow;https://cdnbigbuy.com/images/8806095457734_S9910811_P00.jpg;-;0;1;0;5;9;1;-;209.29;0.00%;-;225.04;0.00%;
S8107844;Smartphone Poco POCO F6 6,67\" 12 GB RAM 512 GB Black;https://cdnbigbuy.com/images/6941812782026_S8107844_P00.jpg;-;0;1;0;5;53;1;-;336.57;0.00%;-;354.28;0.00%;
S8107102;Smartphone Poco M6 Pro 6,67\" 8 GB RAM 256 GB Purple;https://cdnbigbuy.com/images/S8107102_6941812761472_P10.jpg;-;0;1;0;5;8;1;-;160.65;0.00%;-;170.90;0.00%;
S8106680;Smartphone Xiaomi MZB0G7HEU 8 GB RAM 256 GB Green;https://cdnbigbuy.com/images/6941812762714_S8106680_P00.jpg;-;0;1;0;5;446;1;-;199.97;0.00%;-;212.73;0.00%;
S8107864;Smartphone Poco M6 6,79\" 6 GB RAM 128 GB Black;https://cdnbigbuy.com/images/6941812778593_I00.jpg;-;0;1;0;5;125;1;-;118.37;0.00%;-;127.28;0.00%;
S8106810;Smartphone Poco;https://cdnbigbuy.com/images/6941812761267_S8106810_P00.jpg;-;0;1;0;5;118;1;-;219.08;0.00%;-;233.06;0.00%;
S8107075;Smartphone Samsung 6,5\" 4 GB RAM 128 GB Blue Black MediaTek Helio G99;https://cdnbigbuy.com/images/8806095368672_S8107075_P00.jpg;-;0;1;0;5;0;1;-;110.72;0.00%;-;119.05;0.00%;
S8105941;Smartphone Apple iPhone 14 Plus 128 GB 6,7\" A15 Blue;https://cdnbigbuy.com/images/0194253374282_I01.jpg;-;0;1;0;5;5;1;-;596.18;0.00%;-;627.56;0.00%;
S8106681;Smartphone Xiaomi MZB0FPHEU 8 GB RAM 256 GB White;https://cdnbigbuy.com/images/6941812755273_S8106681_P00.jpg;-;0;1;0;5;93;1;-;191.46;0.00%;-;203.68;0.00%;
S8106307;Smartphone Xiaomi Redmi Note 11 Pro 6,67\" 64 GB 6 GB RAM Grey;https://cdnbigbuy.com/images/6934177771033_S8106307_P00.jpg;-;0;1;0;5;120;1;-;128.03;0.00%;-;137.67;0.00%;
S8106428;Smartphone Poco C65 6,7\" 8 GB RAM 256 GB Black 5000 mAh;https://cdnbigbuy.com/images/6941812753507_R30.jpg;-;0;1;0;5;89;1;-;105.47;0.00%;-;113.41;0.00%;
S8106683;Smartphone Xiaomi Redmi Note 13 6,67\" 8 GB RAM 256 GB Blue;https://cdnbigbuy.com/images/6941812754993_S8106683_P00.jpg;-;0;1;0;5;292;1;-;191.46;0.00%;-;203.68;0.00%;
S8107008;Smartphone Xiaomi Redmi Note 13 Pro 6,67\" 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6941812759011_I00.jpg;-;0;1;0;5;376;1;-;199.97;0.00%;-;212.73;0.00%;
S8101357;Smartphone Apple iPhone 13 A15 White 128 GB 6,1\";https://cdnbigbuy.com/images/0194252707555_S8101357_P01.jpg;-;0;1;0;5;17;1;-;504.74;0.00%;-;531.31;0.00%;
S8107722;Smartphone Xiaomi Redmi 13 6,79\" 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6941812776865_S8107722_P00.jpg;-;0;1;0;5;768;1;-;146.82;0.00%;-;157.87;0.00%;
S8106672;Smartphone Xiaomi MZB0FFAEU 8 GB RAM Blue Black;https://cdnbigbuy.com/images/6941812750674_S8106672_P00.jpg;-;0;1;0;5;1678;1;-;245.11;0.00%;-;260.76;0.00%;
S8104570;Smartphone Realme C53 Black 6 GB RAM 6,74\" 128 GB;https://cdnbigbuy.com/images/6941764415249_S8104570_P01.jpg;-;0;1;0;5;42;1;-;96.89;0.00%;-;104.18;0.00%;
S8104561;Smartphone OnePlus Nord 3 16 GB RAM Green 256 GB 6,74\";https://cdnbigbuy.com/images/S8104561_6921815625063_P01.jpg;-;0;1;0;5;167;1;-;289.20;0.00%;-;307.66;0.00%;
S8105904;Smartphone Poco M4 6,58“ Blue 64 GB 4 GB RAM;https://cdnbigbuy.com/images/S8105904_6934177779305_P00.jpg;-;0;1;0;5;82;1;-;77.32;0.00%;-;84.04;0.00%;
S8107646;Smartphone Realme C65 8 GB RAM 6,4\" 256 GB Black;https://cdnbigbuy.com/images/6941764429994_R00.jpg;-;0;1;0;5;37;1;-;126.96;0.00%;-;136.52;0.00%;
S8104326;Smartphone Xiaomi Redmi 12 4 GB RAM Blue 6,79\" Black Sky Blue 128 GB;https://cdnbigbuy.com/images/6941812731857_R00.jpg;-;0;1;0;5;2229;1;-;90.80;0.00%;-;98.70;0.00%;
S8106469;Smartphone Xiaomi Redmi Note 13 Pro 6,67\" 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6941812750896_S8106469_P00.jpg;-;0;1;0;5;1377;1;-;245.11;0.00%;-;260.76;0.00%;
S8106468;Smartphone Xiaomi Redmi Note 13 6,67\" 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6941812755051_S8106468_P00.jpg;-;0;1;0;5;215;1;-;191.46;0.00%;-;203.68;0.00%;
S8107000;Smartphone Samsung Galaxy XCover 7 EE 6,6\" Mediatek Dimensity 6100+ 6 GB RAM 128 GB Black;https://cdnbigbuy.com/images/8806095382531_R00.jpg;-;0;1;0;5;133;1;-;206.33;0.00%;-;219.50;0.00%;
S8106803;Smartphone Poco 8 GB RAM;https://cdnbigbuy.com/images/6941812756102_S8106803_P00.jpg;-;0;1;0;5;158;1;-;198.89;0.00%;-;211.59;0.00%;
S8106693;Smartphone Poco M6 Pro 6,79\" Black 512 GB 12 GB RAM;https://cdnbigbuy.com/images/6941812760505_R00.jpg;-;0;1;0;5;67;1;-;196.77;0.00%;-;209.33;0.00%;
S8107214;Smartphone Xiaomi Redmi A3 6,71\" 4 GB RAM 128 GB Black;https://cdnbigbuy.com/images/6941812768129_I00.jpg;-;0;1;0;5;993;1;-;75.69;0.00%;-;82.27;0.00%;
S8106072;Smartphone Xiaomi Redmi Note 11S 6,6\" 4 GB RAM 128 GB Blue;https://cdnbigbuy.com/images/6934177783258_S8106072_P00.jpg;-;0;1;0;5;165;1;-;105.41;0.00%;-;113.34;0.00%;
S8103768;Smartphone Xiaomi Note 12 5G;https://cdnbigbuy.com/images/6941812706787_S8103768_P01.jpg;-;3;1;0;5;325;1;-;119.67;0.00%;-;128.68;0.00%;
S8101356;Smartphone Apple iPhone 13 6,1\" A15 Pink 128 GB;https://cdnbigbuy.com/images/0194252707821_S8101356_P00.jpg;-;0;1;0;5;9;1;-;504.74;0.00%;-;531.31;0.00%;
S8101371;Smartphone Apple IPHONE 14 Black A15 6,1\" 256 GB;https://cdnbigbuy.com/images/0194253409892_00_WBG1.jpg;-;0;1;0;5;1;1;-;711.79;0.00%;-;765.37;0.00%;
S8106817;Smartphone Xiaomi Black 12 GB RAM 6,7\" 512 GB Qualcomm SM7435-AB Snapdragon 7s Gen 2;https://cdnbigbuy.com/images/6941812749784_S8106817_P00.jpg;-;0;1;0;5;556;1;-;288.14;0.00%;-;306.53;0.00%;
S8105617;Smartphone Apple iPhone 15 Blue;https://cdnbigbuy.com/images/0195949036248_S8105617_P01.jpg;-;0;1;0;5;7;1;-;683.42;0.00%;-;719.39;0.00%;
S8106752;Smartphone Xiaomi Redmi Note 13 Pro 6,67\" 12 GB RAM 512 GB Black;https://cdnbigbuy.com/images/6941812758892_I00.jpg;-;0;1;0;5;190;1;-;240.33;0.00%;-;255.67;0.00%;
S8104290;Smartphone Xiaomi Note 12 5G 128 GB Grey Black 4 GB RAM 6,67\" 128 GB;https://cdnbigbuy.com/images/6941812706800_S8104290_P01.jpg;-;0;1;0;5;90;1;-;119.67;0.00%;-;128.68;0.00%;
S8105973;Smartphone Honor;https://cdnbigbuy.com/images/6936520825998_S8105973_P01.jpg;-;0;1;0;5;35;1;-;287.08;0.00%;-;305.40;0.00%;
S8104540;Smartphone Ulefone Armor 21 8 GB RAM Black 6,58“ 256 GB;https://cdnbigbuy.com/images/S8104540_6937748735366_P01.jpg;-;0;1;0;5;47;1;-;201.02;0.00%;-;213.85;0.00%;
S9906777;Smartphone SPC Smart 3 5,45\" Octa Core Mediatek MT6739 3 GB LPDDR3 3 GB RAM 32 GB Blue;https://cdnbigbuy.com/images/8436542860406_S9906777_P00.jpg;-;0;1;0;5;11;1;-;49.55;0.00%;-;56.95;0.00%;
S8107886;Smartphone Poco F6 6,67\" 12 GB RAM 512 GB Green;https://cdnbigbuy.com/images/6941812782002_I00.jpg;-;0;1;0;5;50;1;-;336.57;0.00%;-;354.28;0.00%;
S8107633;Smartphone Poco F6 6,67\" 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6941812782071_I00.jpg;-;0;1;0;5;124;1;-;308.85;0.00%;-;328.56;0.00%;
S8103670;Smartphone Samsung SM-S911B Black;https://cdnbigbuy.com/images/8806094724677_S8103670_P01.jpg;-;0;1;0;5;51;1;-;444.83;0.00%;-;468.24;0.00%;
S7836565;Smartphone Samsung Galaxy M34 5G 128 GB Black;https://cdnbigbuy.com/images/8806095360133_S7836565_P00.jpg;-;0;1;0;5;2;1;-;180.02;0.00%;-;193.57;0.00%;
S9127874;Smartphone Samsung SM-S911B 6,1\" 128 GB 8 GB RAM Octa Core Qualcomm Snapdragon 8 Gen 2 Lavendar;https://cdnbigbuy.com/images/8806094724950_I01.jpg;-;0;1;0;5;44;1;-;478.96;0.00%;-;520.61;0.00%;
S9906431;Smartphone Samsung SM-S711BZPDEUE Octa Core 8 GB RAM 128 GB Purple;https://cdnbigbuy.com/images/8806095137094_S9906431_P00.jpg;-;0;1;0;5;2;1;-;401.85;0.00%;-;432.10;0.00%;
S9158397;Smartphone Samsung Galaxy A25 6,5\" 6 GB RAM 128 GB Blue;https://cdnbigbuy.com/images/8806095382685_S9158397_P00.jpg;-;0;1;0;5;158;1;-;161.68;0.00%;-;177.67;0.00%;
S5628062;Smartphone Samsung GALAXY S24 ULTRA 12 GB RAM 256 GB Black;https://cdnbigbuy.com/images/8806095308234_S5628062_P00.jpg;-;0;1;0;5;3;1;-;1,092.89;0.00%;-;1,175.15;0.00%;
S7191673;Smartphone Samsung SM-F731BZAGEUB Grey 8 GB RAM 256 GB;https://cdnbigbuy.com/images/8806095019734_I01.jpg;-;0;1;0;5;7;1;-;1,175.98;0.00%;-;1,264.49;0.00%;
S9127905;Smartphone Samsung Galaxy S23 6,1\" Qualcomm Snapdragon 8 Gen 2 8 GB RAM 256 GB Green;https://cdnbigbuy.com/images/8806094724707_S9127905_P00.jpg;-;0;1;0;5;18;1;-;516.44;0.00%;-;561.35;0.00%;
S8106797;Smartphone Samsung Galaxy A05S 6,7\" Qualcomm Snapdragon 680 4 GB RAM 64 GB Black;https://cdnbigbuy.com/images/8806095268378_I00.jpg;-;0;1;0;5;0;1;-;99.04;0.00%;-;106.49;0.00%;
S8106938;Smartphone Xiaomi 8 GB RAM 256 GB;https://cdnbigbuy.com/images/6941812750889_S8106938_P00.jpg;-;0;1;0;5;670;1;-;245.11;0.00%;-;260.76;0.00%;
S8107847;Smartphone Xiaomi Redmi 13 6,79\" 8 GB RAM 256 GB Blue;https://cdnbigbuy.com/images/6941812779835_S8107847_P00.jpg;-;0;1;0;5;491;1;-;146.82;0.00%;-;157.87;0.00%;
S8107953;Smartphone Xiaomi Redmi Note 13 6,67\" QUALCOMM SNAPDRAGON 685 8 GB RAM 256 GB Green;https://cdnbigbuy.com/images/S8107953_6941812762196_P00.jpg;-;0;1;0;5;66;1;-;152.19;0.00%;-;163.65;0.00%;
S8107184;Smartphone Xiaomi 12 GB RAM 512 GB;https://cdnbigbuy.com/images/6941812763049_S8107184_P00.jpg;-;0;1;0;5;18;1;-;240.33;0.00%;-;255.67;0.00%;
S8107213;Smartphone Xiaomi 4 GB RAM 128 GB Black Green;https://cdnbigbuy.com/images/6941812768143_S8107213_P00.jpg;-;0;1;0;5;345;1;-;75.69;0.00%;-;82.27;0.00%;
S8103601;Smartphone Xiaomi REDMI NOTE 12 PRO 6,55\" Blue Sky Blue 8 GB RAM 6,67\" 256 GB;https://cdnbigbuy.com/images/6941812709726_S8103601_P01.jpg;-;0;1;0;5;899;1;-;215.89;0.00%;-;229.67;0.00%;
S8102985;Smartphone Ulefone Armor 13 Black 6,8\";https://cdnbigbuy.com/images/6937748734291_S8102985_P00.jpg;-;0;1;0;5;18;1;-;199.97;0.00%;-;212.73;0.00%;
S9910412;Smartphone Realme C67 Octa Core 8 GB RAM 256 GB Green;https://cdnbigbuy.com/images/6941764422971_S9910412_P00.jpg;-;0;1;0;5;3;1;-;155.27;0.00%;-;168.77;0.00%;
S0241257;Smartphone Xiaomi Redmi Note 13 6,67\" 6 GB RAM 128 GB Blue;https://cdnbigbuy.com/images/S0241257_6941812759455_P00.jpg;-;0;1;0;5;48;1;-;140.19;0.00%;-;152.38;0.00%;
S9909506;Smartphone Xiaomi MZB0EGWEU Octa Core 4 GB RAM 128 GB Blue;https://cdnbigbuy.com/images/6941812733363_R00.jpg;-;0;1;0;5;28;1;-;109.97;0.00%;-;119.53;0.00%;
S9909539;Smartphone Xiaomi Redmi A2 6,52\" Octa Core 3 GB RAM 64 GB Green;https://cdnbigbuy.com/images/S9909539_69418127430890.jpg;-;0;1;0;5;21;1;-;68.86;0.00%;-;78.25;0.00%;
S8106621;Smartphone Ulefone Armor X12 32 GB 5,45\" 3 GB RAM MediaTek Helio A22 Multicolour;https://cdnbigbuy.com/images/S8106621_6937748735632_P00.jpg;-;0;1;0;5;9;1;-;82.75;0.00%;-;89.95;0.00%;
S7823984;Smartphone TCL 408 Grey 4 GB RAM Octa Core ARM Cortex-A53 6,6\" 64 GB 512 GB;https://cdnbigbuy.com/images/4894461961057_S7823984_P02.jpg;-;0;1;0;5;2;1;-;86.35;0.00%;-;92.85;0.00%;
S0237949;Smartphone TCL 40SE Purple 6 GB RAM ARM Cortex-A53 Mediatek Helio G37 256 GB;https://cdnbigbuy.com/images/4894461958897_S0237949_P01.jpg;-;0;1;0;5;10;1;-;103.60;0.00%;-;112.61;0.00%;
S8107033;Smartphone Honor 256 GB;https://cdnbigbuy.com/images/6936520825943_R00.jpg;-;0;1;0;5;21;1;-;253.07;0.00%;-;269.22;0.00%;
S8107845;Smartphone Apple iPhone 15 Plus 6,7\" 256 GB Green;https://cdnbigbuy.com/images/0195949042270_S8107845_P00.jpg;-;0;1;0;5;28;1;-;893.64;0.00%;-;940.67;0.00%;
S8101813;Smartphone Samsung SM-S901B 6,1\" Black 8 GB RAM 128 GB;https://cdnbigbuy.com/images/8806092878617_I01.jpg;-;0;1;0;5;31;1;-;370.20;0.00%;-;389.68;0.00%;
S8107649;Smartphone Realme C65 128 GB;https://cdnbigbuy.com/images/6941764429963_R00.jpg;-;0;1;0;5;52;1;-;113.00;0.00%;-;121.51;0.00%;
S8107070;Smartphone Xiaomi 14 6,36\" 12 GB RAM 512 GB White;https://cdnbigbuy.com/images/S8107070_6941812760352_p00.jpg;-;0;1;0;5;137;1;-;617.20;0.00%;-;649.68;0.00%;
S8101894;Mobile phone Nokia 2660;https://cdnbigbuy.com/images/6438409077523_R00.jpg;-;0;1;0;5;7;1;-;53.48;0.00%;-;59.42;0.00%;
S8107529;Smartphone Honor Magic 6 Pro 6,8\" SNAPDRAGON 8 gen 3 12 GB RAM 512 GB Black;https://cdnbigbuy.com/images/6936520836086_S8107529_P00.jpg;-;0;1;0;5;34;1;-;806.39;0.00%;-;848.83;0.00%;
S8106686;Smartphone Xiaomi MZB0G7UEU MediaTek Helio G99 8 GB RAM 256 GB;https://cdnbigbuy.com/images/6941812762844_S8106686_P00.jpg;-;0;1;0;5;2351;1;-;199.97;0.00%;-;212.73;0.00%;
S8107316;Smartphone Xiaomi 6,71\" 4 GB RAM 128 GB Blue;https://cdnbigbuy.com/images/6941812768198_S8107316_P00.jpg;-;0;1;0;5;100;1;-;77.32;0.00%;-;84.04;0.00%;
S8103820;Smartphone Apple iPhone 14 Plus Red A15 6,7\" 128 GB;https://cdnbigbuy.com/images/0194253374152_I00.jpg;-;0;1;0;5;1;1;-;584.62;0.00%;-;615.39;0.00%;
S8104690;Smartphone Oppo Reno 10 Pro 6,7\" 256 GB 12 GB RAM Snapdragon 778G Purple;https://cdnbigbuy.com/images/6932169331159_S8104690_P00.jpg;-;0;1;0;5;46;1;-;306.20;0.00%;-;325.74;0.00%;
S5627069;Smartphone Samsung Galaxy S24 Ultra 12 GB RAM 512 GB Violet;https://cdnbigbuy.com/images/8806095414416_S5627069_P00.jpg;-;0;1;0;5;5;1;-;1,157.00;0.00%;-;1,244.09;0.00%;
S9193415;Smartphone Motorola Moto E 13 6,5\" UNISOC T606 8 GB RAM 128 GB Black;https://cdnbigbuy.com/images/8033779073014_I00.jpg;-;0;1;0;5;17;1;-;81.14;0.00%;-;90.16;0.00%;
S9906426;Smartphone Samsung M13 Octa Core 4 GB RAM 64 GB Green;https://cdnbigbuy.com/images/8806094359084_S9906426_P00.jpg;-;0;1;0;5;27;1;-;134.16;0.00%;-;145.83;0.00%;
S7837617;Smartphone Motorola Motorola Edge 50 Fusion 6,7\" Octa Core 8 GB RAM 256 GB Grey;https://cdnbigbuy.com/images/8431775033443_S7837617_P00.jpg;-;0;1;0;5;7;1;-;310.14;0.00%;-;333.48;0.00%;
S7825640;Smartphone Samsung Galaxy A34 5G 6,6\" 48 MP Black 1 TB 256 GB Octa Core;https://cdnbigbuy.com/images/8806094888959_S7825640_P01.jpg;-;0;1;0;5;3;1;-;243.87;0.00%;-;262.23;0.00%;
S8107823;Smartphone Honor Magic V2 16 GB 512 GB Black;https://cdnbigbuy.com/images/6936520832125_I00.jpg;-;0;1;0;5;12;1;-;1,078.62;0.00%;-;1,135.39;0.00%;
S8101135;Smartphone Apple iPhone 12 Black 6,1\" 128 GB;https://cdnbigbuy.com/images/0194252031216_S8101135_P01.jpg;-;0;1;0;5;241;1;-;451.14;0.00%;-;474.88;0.00%;
S8103421;Smartphone Xiaomi Black 8 GB RAM MediaTek Dimensity 6,67\" 256 GB;https://cdnbigbuy.com/images/6941812713716_I10.jpg;-;0;1;0;5;1377;1;-;233.96;0.00%;-;248.89;0.00%;
S8102315;Smartphone Ulefone Armor 17 Pro 6,58“ Black 8 GB RAM ARM Cortex-A55 MediaTek Helio G99 6,6\" 256 GB 256 GB;https://cdnbigbuy.com/images/6937748735083_I01.jpg;-;0;1;0;5;7;1;-;199.97;0.00%;-;212.73;0.00%;
S8107545;Smartphone Ulefone 512 GB Black;https://cdnbigbuy.com/images/6937748735755_S8107545_P00.jpg;-;0;1;0;5;9;1;-;313.63;0.00%;-;333.65;0.00%;
S8106747;Smartphone ZTE Blade A72S 6,74\" Unisoc 3 GB RAM 128 GB Blue Celeste;https://cdnbigbuy.com/images/6902176087929_I40.jpg;-;0;1;0;5;34;1;-;68.64;0.00%;-;74.61;0.00%;
